-4.0,-2.561956,3.7521834
-3.99,-2.7994685,3.740057
-3.98,10.884126,3.7274094
-3.97,-2.609673,3.7142253
-3.96,9.827291,3.70049
-3.95,-1.6041828,3.686191
-3.94,-1.0147588,3.6713128
-3.93,-1.8715427,3.6558437
-3.92,-1.7381436,3.639772
-3.91,7.03836,3.623086
-3.9,-2.5979362,3.6057758
-3.89,9.407139,3.5878282
-3.88,9.658949,3.5692358
-3.87,-4.958224,3.5499878
-3.86,-3.4572277,3.5300727
-3.85,-2.6457353,3.509482
-3.84,-2.6064944,3.488205
-3.83,8.356242,3.4662328
-3.82,8.031539,3.4435515
-3.81,7.972294,3.4201503
-3.8,9.903956,3.396017
-3.79,-2.678831,3.3711424
-3.78,-4.528092,3.3455114
-3.77,8.7696085,3.31911
-3.76,-3.9225473,3.291923
-3.75,-2.7843528,3.2639346
-3.74,-4.861624,3.2351294
-3.7299998,-3.7853532,3.2054906
-3.7199998,7.3700256,3.1749969
-3.7100003,-5.3224616,3.143632
-3.7000003,8.118427,3.1113725
-3.69,9.455756,3.0782003
-3.68,-5.2403846,3.044088
-3.67,8.373005,3.009018
-3.66,-3.8781242,2.9729595
-3.65,6.7087693,2.9358892
-3.64,-6.3144393,2.8977795
-3.63,-5.07234,2.8586006
-3.62,-6.81189,2.8183236
-3.61,7.480445,2.776915
-3.6,-4.131662,2.7343435
-3.59,7.6664906,2.690576
-3.58,8.130421,2.6455717
-3.57,8.65646,2.5992956
-3.56,-7.9522967,2.5517068
-3.55,7.2416854,2.5027637
-3.54,8.868665,2.4524226
-3.53,-6.5970564,2.4006362
-3.52,-8.546387,2.3473577
-3.51,-6.640618,2.2925348
-3.5,-5.126197,2.236116
-3.49,8.518739,2.1780462
-3.48,6.279624,2.1182656
-3.47,-8.306418,2.0567174
-3.46,-7.660395,1.9933399
-3.45,5.7730317,1.9280695
-3.44,6.8115373,1.8608412
-3.43,-8.989697,1.7915896
-3.42,8.645084,1.7202512
-3.41,7.8611193,1.646762
-3.3999999,7.02012,1.5710555
-3.3899999,-8.980991,1.493075
-3.3799999,-8.06207,1.4127612
-3.37,-7.910589,1.3300608
-3.36,9.134891,1.244928
-3.35,4.6460238,1.1573254
