0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-1.7241981,10.568877,-34.60421,-25.407839,-41.781788,-52.903343,-22.466503,-17.013115,-41.39341,-23.239847,17.163822,-6.494452,-3.5258517,47.479626,-30.681522,-7.0234184,47.26798,-28.524893,15.521997,-18.128729,-21.877344,-82.06262
-1.6855898,10.271822,-34.39511,-24.841776,-41.32364,-53.17023,-22.288677,-16.691069,-41.62126,-22.948668,16.69363,-6.3235765,-3.478372,47.46317,-30.732689,-6.8774967,47.535057,-27.343386,15.185757,-17.6397,-21.964243,-80.72257
-1.6469815,10.382782,-34.194344,-24.267138,-40.865517,-53.437134,-22.110867,-16.369022,-41.84913,-22.41986,16.223442,-6.1443124,-3.4309049,47.446728,-30.783869,-6.7316246,47.729134,-26.161844,14.801678,-17.150642,-22.051096,-79.37905
-1.608373,12.10241,-33.993576,-23.692087,-40.407345,-53.704044,-21.933033,-16.046951,-42.077,-21.891033,15.753286,-5.955012,-3.383421,47.4303,-30.835047,-6.5857124,47.92318,-25.010513,14.3281555,-16.638779,-22.082602,-78.03552
-1.5697645,10.36684,-33.792854,-23.106325,-39.94924,-53.96275,-21.74554,-15.72493,-42.30488,-21.362207,15.28307,-5.7931657,-3.2972865,47.413834,-30.536604,-6.4398136,48.117226,-23.9233,13.827349,-16.118958,-21.521486,-76.69198
-1.5311563,6.697191,-33.505234,-22.516237,-39.491047,-54.20752,-21.534733,-15.383762,-42.53276,-20.833422,14.812891,-5.67483,-3.2102818,47.39738,-30.197939,-6.2939243,48.3832,-22.83615,13.326509,-15.599178,-20.93374,-75.34846
-1.492548,10.6660385,-33.081024,-22.016483,-39.032948,-54.452335,-21.228134,-15.067829,-42.760635,-20.304623,14.298897,-5.55654,-2.8726811,47.380894,-29.880487,-6.0918026,49.38823,-21.748968,12.825689,-15.079357,-20.345991,-74.00491
-1.4539396,9.483631,-32.6568,-21.58335,-38.557583,-54.697124,-20.823875,-14.677973,-42.94971,-19.775797,13.747032,-5.438212,-2.2145152,47.2748,-29.563063,-5.8616753,50.393265,-20.753386,12.291475,-14.559563,-19.798594,-72.66139
-1.4153311,11.348661,-32.23255,-21.192505,-38.018574,-54.95507,-20.419624,-14.264471,-43.13229,-19.211363,13.195162,-5.3198857,-1.5563434,47.169765,-29.244629,-5.6315193,51.398323,-19.78715,11.740952,-14.039757,-19.393072,-71.317856
-1.3767227,8.600099,-31.808348,-20.924074,-37.479565,-55.234344,-20.05437,-13.847563,-43.31488,-18.634933,12.64743,-5.2227235,-0.89815366,47.06474,-28.842718,-5.4014206,52.31414,-18.820902,11.19046,-13.5199375,-18.987566,-70.05768
-1.3381144,9.599088,-31.384153,-20.655603,-36.95093,-55.51368,-19.447716,-13.331881,-43.497456,-18.058455,12.057196,-5.229956,-0.23997533,46.959694,-28.360102,-5.171274,53.1531,-17.854658,10.673824,-13.000151,-18.582033,-69.06877
-1.299506,7.5393863,-30.959932,-20.387182,-36.40648,-55.792973,-18.841091,-12.816183,-43.54297,-17.482002,11.464632,-5.23716,0.42779887,46.854664,-27.76388,-4.941124,53.93212,-16.888407,9.962679,-12.480335,-18.176527,-68.07984
-1.2608975,7.626346,-30.53571,-20.118715,-35.86202,-56.084682,-18.234455,-12.266731,-43.560123,-16.905552,10.889479,-5.246815,1.0961481,46.42909,-27.026358,-4.7110214,54.824677,-15.922201,9.245268,-11.960527,-17.771013,-67.09091
-1.2222892,7.208419,-30.159164,-19.854357,-35.31756,-56.395874,-17.627823,-11.6615505,-43.577282,-16.32908,10.31723,-5.268164,1.7644936,45.8277,-26.187223,-4.4808655,55.728924,-14.975826,8.527861,-11.440727,-17.36548,-66.102
-1.1836808,10.038777,-29.826035,-19.614702,-34.717262,-56.707027,-17.0212,-10.96106,-43.59443,-15.752626,9.745008,-5.2894826,2.4328485,45.226368,-25.348106,-4.2507057,56.63319,-14.036852,7.8104396,-10.9209175,-17.060612,-65.11305
-1.1450725,5.6134176,-29.492859,-19.375046,-34.10193,-57.01817,-16.414564,-10.263166,-43.854687,-15.176189,9.172815,-5.264319,3.2319694,44.659016,-24.509008,-4.0206146,57.537415,-13.097914,7.5103736,-10.268654,-16.805555,-64.08205
