0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-1.7412751,-0.9696578,15.297618,11.0778475,11.157845,11.120409,11.123023,11.141604,11.161152,11.15787,11.184614,11.150665,11.173989,11.11365,11.157551,11.119732,11.041068,11.203635,11.186233,11.093715,11.175375,11.077362,11.151476,11.10754,11.1393795,11.150837,11.121028,11.145299,11.130009,11.132749,11.1350975,11.141261,11.146654,11.101392,11.121587,11.138977,11.168326,11.146233,11.113078,11.130387,11.110703,11.15189,11.146977,11.179438,11.107743,11.107371,11.151045,11.163977,11.122572,11.12984,11.138058,11.125048,11.164098,11.109808,11.150305,11.081456,11.14631,11.109663,11.164057,11.127177,11.123697,11.16468,11.069691,11.115254,11.135555,11.133058,11.126154,11.174203,11.155977,11.172315,11.165171,11.130838,11.199997,11.142094,11.125935,11.110988,11.115598,11.115008,11.119845,11.146341,11.104061,11.13809,11.154554,11.134348,11.164871,11.152241,11.124943,11.170524,11.111892,11.130621,11.146353,11.114085,11.161773,11.173447,11.132828,11.122436,11.091246,11.087574,11.1000805,11.113537,11.2077875,11.133941,11.061244
-1.6976125,0.84858257,14.8143635,10.6205,10.552282,10.584146,10.521713,10.572011,10.445003,10.603839,10.524273,10.552988,10.550749,10.528589,10.494228,10.545975,10.578249,10.571472,10.5909605,10.530502,10.6648,10.598498,10.530182,10.609427,10.570332,10.630166,10.548566,10.556414,10.485567,10.609381,10.56679,10.605213,10.603001,10.560567,10.531292,10.534313,10.631532,10.538279,10.575465,10.505567,10.539029,10.564786,10.576675,10.5646515,10.513835,10.610208,10.570346,10.537627,10.573217,10.500025,10.519172,10.502006,10.549482,10.547526,10.597802,10.63887,10.573553,10.570522,10.573866,10.567961,10.557352,10.5094185,10.577625,10.559338,10.633075,10.55552,10.576367,10.575623,10.523788,10.583906,10.604223,10.558657,10.560169,10.587844,10.564874,10.543708,10.559875,10.547079,10.611704,10.57018,10.626157,10.546627,10.623766,10.571674,10.529523,10.552839,10.526272,10.519994,10.574982,10.561081,10.511576,10.4498415,10.584344,10.527906,10.534458,10.574132,10.533495,10.5768795,10.611664,10.574732,10.574398,10.623903,10.595974
-1.6539497,1.105646,14.283005,10.595472,10.478772,10.550647,10.461307,10.521034,10.390228,10.549908,10.502097,10.507067,10.472463,10.491024,10.4140005,10.480759,10.546731,10.495172,10.518229,10.461475,10.625968,10.572623,10.462716,10.555095,10.526346,10.608219,10.509049,10.487322,10.422165,10.576359,10.527949,10.572281,10.577051,10.524155,10.457956,10.4618845,10.600454,10.487226,10.511336,10.42869,10.46955,10.527458,10.527454,10.499427,10.44779,10.570338,10.530903,10.498515,10.51525,10.422116,10.451819,10.447416,10.475334,10.479315,10.534347,10.619152,10.535597,10.505394,10.536306,10.502747,10.488941,10.432402,10.545195,10.4997425,10.601073,10.518248,10.541357,10.510763,10.479358,10.524382,10.572689,10.525,10.519012,10.524342,10.526251,10.508763,10.515229,10.483839,10.58082,10.538224,10.607217,10.513627,10.560253,10.506239,10.469266,10.513888,10.469045,10.482986,10.518627,10.512446,10.437044,10.369439,10.518087,10.445378,10.486021,10.5096035,10.466824,10.536446,10.583657,10.539052,10.496683,10.59567,10.571135
-1.6102871,-0.82124114,13.708853,11.061553,11.12666,11.092434,11.093807,11.114798,11.130589,11.128115,11.1506405,11.126926,11.152199,11.079574,11.120889,11.092324,11.022473,11.172038,11.161289,11.072662,11.145146,11.051518,11.127509,11.078264,11.121502,11.131912,11.098071,11.123729,11.1107235,11.112877,11.10939,11.111341,11.1169405,11.085379,11.098657,11.114162,11.14841,11.120632,11.079875,11.099014,11.077549,11.133132,11.116018,11.149919,11.081589,11.081323,11.139477,11.130156,11.100892,11.097566,11.124516,11.094185,11.127925,11.084956,11.117781,11.061351,11.113464,11.084287,11.132164,11.102566,11.090784,11.135437,11.037357,11.100515,11.1128235,11.103367,11.096386,11.155027,11.120483,11.146908,11.136777,11.093352,11.172589,11.110334,11.095305,11.082556,11.099644,11.087211,11.097678,11.105722,11.084971,11.107101,11.137407,11.108597,11.13203,11.137603,11.099932,11.148793,11.086219,11.1085205,11.115204,11.074785,11.120609,11.14667,11.108147,11.094149,11.071131,11.0674925,11.074976,11.085333,11.173935,11.103419,11.052455
-1.5666244,0.5631803,13.097643,10.67355,10.633897,10.6522045,10.601776,10.648132,10.547563,10.679088,10.594019,10.635449,10.637665,10.589071,10.583301,10.623255,10.638117,10.656184,10.671711,10.607139,10.731814,10.657874,10.618713,10.669749,10.64741,10.663721,10.616222,10.633122,10.576478,10.67732,10.641252,10.670457,10.665023,10.632378,10.612713,10.61854,10.684162,10.619185,10.646664,10.590919,10.616167,10.637195,10.65135,10.648217,10.596366,10.673205,10.638559,10.617712,10.648767,10.586522,10.607941,10.587447,10.631804,10.623259,10.668253,10.674735,10.647398,10.64283,10.638242,10.6414995,10.633305,10.596873,10.64083,10.636254,10.697946,10.625029,10.644782,10.656463,10.604824,10.664026,10.650388,10.632759,10.63972,10.658346,10.639033,10.60717,10.633597,10.623327,10.667234,10.638075,10.654809,10.616745,10.694252,10.644322,10.617228,10.620872,10.608769,10.610559,10.645967,10.637345,10.600134,10.539107,10.657802,10.619532,10.616306,10.645774,10.61148,10.644971,10.666353,10.645223,10.66068,10.6824,10.6473465
-1.5229617,-0.3899916,12.4554825,10.93535,10.958498,10.945086,10.921953,10.957301,10.941688,10.980022,10.962876,10.967175,10.97467,10.906075,10.931627,10.930956,10.886841,10.993704,10.992246,10.909841,11.007697,10.914416,10.961093,10.926162,10.964375,10.976917,10.932176,10.946243,10.927959,10.955611,10.94675,10.958645,10.956946,10.926191,10.94137,10.947669,10.988182,10.944188,10.932762,10.924395,10.922032,10.971557,10.953939,10.975777,10.92358,10.935404,10.959701,10.960337,10.948561,10.92505,10.954027,10.921203,10.960083,10.9267435,10.95745,10.931935,10.949799,10.940953,10.955735,10.9410305,10.94101,10.946165,10.902351,10.950723,10.968785,10.93596,10.937561,10.978214,10.945592,10.98445,10.975971,10.935939,10.994496,10.945452,10.933508,10.924057,10.931369,10.928709,10.954993,10.943076,10.938069,10.935894,10.984041,10.934231,10.9605255,10.964864,10.933349,10.959915,10.937064,10.945835,10.944117,10.892234,10.958908,10.972464,10.939796,10.937327,10.91832,10.919333,10.945725,10.937927,10.998026,10.948885,10.913031
-1.4792991,-0.31846985,11.788788,10.910113,10.928572,10.916319,10.891984,10.927947,10.905648,10.95123,10.92871,10.936415,10.9436655,10.877468,10.899082,10.902078,10.861963,10.961806,10.961786,10.880758,10.981343,10.888575,10.928848,10.900572,10.935043,10.947012,10.901829,10.916734,10.895951,10.930273,10.918413,10.929586,10.929749,10.898456,10.910469,10.916394,10.959966,10.913718,10.905534,10.894039,10.89265,10.940188,10.925201,10.945655,10.8924265,10.909962,10.929897,10.928164,10.920076,10.893783,10.92219,10.889325,10.928788,10.898098,10.928725,10.908374,10.92178,10.911863,10.925363,10.912167,10.912293,10.912458,10.876475,10.921741,10.941956,10.906121,10.910603,10.947901,10.914609,10.954991,10.946476,10.908043,10.960903,10.916884,10.905209,10.894406,10.903163,10.900438,10.928292,10.91388,10.911197,10.906421,10.955827,10.906459,10.929501,10.932883,10.903663,10.92814,10.909948,10.915833,10.911691,10.859601,10.930207,10.941341,10.908536,10.91046,10.889425,10.893982,10.918734,10.911437,10.966093,10.921441,10.887667
-1.4356364,-0.6442742,11.104219,11.020118,11.066711,11.040917,11.024062,11.061767,11.065536,11.078576,11.085768,11.0703535,11.085823,11.011409,11.045434,11.032929,10.973011,11.104405,11.09697,11.012519,11.101241,10.999875,11.069908,11.013319,11.072285,11.0806875,11.035446,11.054421,11.04543,11.053966,11.04359,11.059844,11.058687,11.027893,11.047855,11.059075,11.090271,11.052226,11.029826,11.033026,11.02568,11.080968,11.056524,11.083857,11.028605,11.026539,11.066538,11.06707,11.04794,11.036339,11.064288,11.031126,11.06567,11.028008,11.057166,11.017395,11.051277,11.035187,11.063722,11.043282,11.031211,11.064138,10.990568,11.048502,11.059524,11.039053,11.033756,11.089267,11.055337,11.0890045,11.079079,11.035771,11.111795,11.044603,11.033526,11.027862,11.036623,11.033269,11.047807,11.045416,11.031049,11.046054,11.08264,11.037564,11.066116,11.076166,11.038146,11.079994,11.033388,11.052653,11.052878,11.008442,11.057253,11.083908,11.047164,11.033208,11.016611,11.009872,11.032457,11.03639,11.1083,11.044362,11.008053
-1.3919737,1.7326682,10.408619,10.596416,10.3345585,10.515724,10.405037,10.468771,10.311892,10.483273,10.467865,10.462328,10.340041,10.465318,10.312345,10.422022,10.533508,10.398574,10.395488,10.367593,10.616755,10.535447,10.342748,10.478635,10.47902,10.618371,10.47765,10.389909,10.346039,10.548636,10.487251,10.557056,10.568779,10.484139,10.352827,10.36163,10.599334,10.441236,10.4278,10.34688,10.398717,10.498809,10.494916,10.427957,10.393,10.555073,10.505447,10.461366,10.457134,10.324995,10.390629,10.394364,10.404662,10.369969,10.489695,10.632445,10.51143,10.449505,10.513535,10.444044,10.36574,10.331825,10.5338125,10.441681,10.583322,10.477137,10.5166445,10.461208,10.437869,10.482975,10.566439,10.504158,10.47883,10.423655,10.489158,10.492176,10.489563,10.427116,10.57083,10.517911,10.627236,10.488063,10.476327,10.4155,10.40921,10.486663,10.420596,10.434013,10.488995,10.478415,10.327124,10.289362,10.454372,10.352867,10.436719,10.437433,10.417224,10.508726,10.560174,10.519638,10.376472,10.590385,10.557388
