-4.0,-2.561956,3.7521834,5.582811
-3.99,-2.7994685,3.740057,5.5819983
-3.98,10.884126,3.7274094,5.581219
-3.97,-2.609673,3.7142253,5.580471
-3.96,9.827291,3.70049,5.5797544
-3.95,-1.6041828,3.686191,5.5790677
-3.94,-1.0147588,3.6713128,5.578411
-3.93,-1.8715427,3.6558437,5.577783
-3.92,-1.7381436,3.639772,5.5771837
-3.91,7.03836,3.623086,5.5766125
-3.9,-2.5979362,3.6057758,5.5760694
-3.89,9.407139,3.5878282,5.575553
-3.88,9.658949,3.5692358,5.5750637
-3.87,-4.958224,3.5499878,5.5746007
-3.86,-3.4572277,3.5300727,5.574164
-3.85,-2.6457353,3.509482,5.5737534
-3.84,-2.6064944,3.488205,5.573369
-3.83,8.356242,3.4662328,5.57301
-3.82,8.031539,3.4435515,5.5726757
-3.81,7.972294,3.4201503,5.572367
-3.8,9.903956,3.396017,5.5720835
-3.79,-2.678831,3.3711424,5.5718236
-3.78,-4.528092,3.3455114,5.5715876
-3.77,8.7696085,3.31911,5.5713754
-3.76,-3.9225473,3.291923,5.5711865
-3.75,-2.7843528,3.2639346,5.5710196
-3.74,-4.861624,3.2351294,5.5708747
-3.7299998,-3.7853532,3.2054906,5.5707507
-3.7199998,7.3700256,3.1749969,5.5706463
-3.7100003,-5.3224616,3.143632,5.570562
-3.7000003,8.118427,3.1113725,5.570495
-3.69,9.455756,3.0782003,5.5704455
-3.68,-5.2403846,3.044088,5.5704117
-3.67,8.373005,3.009018,5.5703926
-3.66,-3.8781242,2.9729595,5.570387
-3.65,6.7087693,2.9358892,5.5703936
-3.64,-6.3144393,2.8977795,5.5704107
-3.63,-5.07234,2.8586006,5.5704365
-3.62,-6.81189,2.8183236,5.570471
-3.61,7.480445,2.776915,5.570511
-3.6,-4.131662,2.7343435,5.570556
-3.59,7.6664906,2.690576,5.5706043
-3.58,8.130421,2.6455717,5.570654
-3.57,8.65646,2.5992956,5.5707045
-3.56,-7.9522967,2.5517068,5.570754
-3.55,7.2416854,2.5027637,5.5708013
-3.54,8.868665,2.4524226,5.5708447
-3.53,-6.5970564,2.4006362,5.5708838
-3.52,-8.546387,2.3473577,5.570916
-3.51,-6.640618,2.2925348,5.5709424
-3.5,-5.126197,2.236116,5.5709605
-3.49,8.518739,2.1780462,5.5709696
-3.48,6.279624,2.1182656,5.5709696
-3.47,-8.306418,2.0567174,5.5709586
-3.46,-7.660395,1.9933399,5.5709367
-3.45,5.7730317,1.9280695,5.570904
-3.44,6.8115373,1.8608412,5.5708585
-3.43,-8.989697,1.7915896,5.5708003
-3.42,8.645084,1.7202512,5.57073
-3.41,7.8611193,1.646762,5.5706463
-3.3999999,7.02012,1.5710555,5.57055
-3.3899999,-8.980991,1.493075,5.57044
-3.3799999,-8.06207,1.4127612,5.570317
-3.37,-7.910589,1.3300608,5.5701795
-3.36,9.134891,1.244928,5.5700307
-3.35,4.6460238,1.1573254,5.569868
-3.34,7.561042,1.0672188,5.569695
-3.33,-6.118376,0.97459066,5.5695105
-3.32,-8.301143,0.87942886,5.569317
-3.31,-6.83556,0.78174007,5.5691147
-3.3,-7.945617,0.6815375,5.568907
-3.29,-8.637809,0.57885873,5.568695
-3.28,-7.1070786,0.47375053,5.5684814
-3.27,-6.7085476,0.36628032,5.568269
-3.26,-7.269778,0.2565297,5.56806
-3.25,6.5132136,0.14460361,5.567858
-3.24,7.4765396,0.030617654,5.567666
-3.23,6.796793,-0.08529249,5.5674863
-3.22,-8.020517,-0.20297292,5.5673213
-3.21,-7.598019,-0.3222605,5.567175
-3.2,-8.819702,-0.44297314,5.567048
-3.19,-7.272524,-0.5649165,5.5669436
-3.18,6.3486567,-0.6878942,5.566863
-3.17,5.5828695,-0.81169456,5.566806
-3.16,5.412331,-0.9361103,5.5667744
-3.15,-11.197784,-1.0609229,5.566768
-3.14,-10.126408,-1.1859138,5.5667872
-3.13,-8.694518,-1.3108742,5.5668297
-3.12,-7.9943695,-1.4355954,5.566895
-3.1099997,3.52415,-1.5598674,5.566982
-3.0999997,4.987246,-1.6834978,5.5670886
-3.0900002,-7.246841,-1.806293,5.567213
-3.0800002,-9.488188,-1.9280819,5.567352
-3.0700002,-8.590585,-2.0486956,5.5675044
-3.06,3.3620534,-2.1679754,5.567667
-3.05,4.2125278,-2.2857795,5.567838
-3.04,3.5270557,-2.401973,5.568015
-3.03,4.1582966,-2.5164385,5.5681944
-3.02,-9.485103,-2.6290698,5.568375
-3.01,-9.798818,-2.739768,5.568555
-3.0,-12.412428,-2.8484526,5.5687323
-2.99,3.7136064,-2.9550529,5.568904
-2.98,4.958904,-3.0595074,5.5690694
-2.97,-10.566654,-3.161767,5.569227
-2.96,-9.66546,-3.261795,5.5693755
-2.95,3.8613381,-3.359558,5.569514
-2.94,2.8914146,-3.45504,5.5696406
-2.93,-8.310379,-3.5482287,5.5697556
-2.92,-10.68669,-3.6391191,5.5698576
-2.91,-7.064677,-3.7277145,5.569947
-2.9,1.3701222,-3.8140292,5.570022
-2.89,2.559525,-3.8980746,5.570084
-2.88,-9.575877,-3.9798765,5.570132
-2.87,-10.143992,-4.059461,5.570166
-2.86,3.263359,-4.136853,5.570186
-2.85,-10.775014,-4.2120943,5.570193
-2.84,-8.181158,-4.2852173,5.570186
-2.83,-9.733524,-4.356265,5.570166
