0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-1.7412751,0.88872725,15.070111,0.39823458,0.40608802,0.40388283,0.3983528,0.4010216,0.400562,0.3859006,0.4007066,0.4008795,0.40197435,0.3961011,0.39565665,0.4056822,0.39136407,0.38622117,0.40250775,0.40754053,0.39235342,0.40150675,0.39484036,0.4001042,0.40210426,0.39948687,0.39740613,0.39303827,0.406135,0.40033576,0.39831457,0.39529803,0.39963558,0.3921301,0.4011637,0.39358085,0.38931856,0.40068948,0.40031093,0.404137,0.3960676,0.3980128,0.3995994,0.40814224,0.39232922,0.39680737,0.4063982,0.38599277,0.39337218,0.40451688,0.39451978,0.38788673,0.40744582,0.3942086,0.39855295,0.40183547,0.39331445,0.38892055,0.39830413,0.4004694,0.40482736,0.40227976,0.39066032,0.41017812,0.40514836,0.3985376,0.4026531,0.4075496,0.40355587,0.39590833,0.392577,0.40464178,0.4085659,0.40467924,0.39452776,0.393105,0.40334183,0.4070102,0.38865328,0.39226365,0.3988248,0.40058511,0.39174947,0.40663522,0.4028891,0.38741398,0.40605322,0.39672494,0.39357117,0.39987978,0.39555287,0.404628,0.39885172,0.39685333,0.3949983,0.39153838,0.4036056,0.38820636,0.39990503,0.4053578,0.39585286,0.39661554,0.3993521,0.3127039,0.3042167,0.31050178,0.31354916,0.30703747,0.30417138,0.30941203,0.3092191,0.31775174,0.30728117,0.30725974,0.30005005,0.31937572,0.3051115,0.31259584,0.31144625,0.31378567,0.3145681,0.31136158,0.30860263,0.3056842,0.3063106,0.30713695,0.31121093,0.30905238,0.30608305,0.31483442,0.30864576,0.30451834,0.30780655,0.29916525,0.30220264,0.3140605,0.30748326,0.30578104,0.3028776,0.30495125,0.3057002,0.3020975,0.31185094,0.29811996,0.31028965,0.3059849,0.30792257,0.30623606,0.29948983,0.30923462,0.31034967,0.31592676,0.31163073,0.30711582,0.3098597,0.31270584,0.31583956,0.30234748,0.31631812,0.311229,0.3012243,0.31513828,0.30520397,0.30356786,0.31603897,0.31114787,0.30589038,0.30510816,0.30713245,0.30712646,0.3147971,0.30801567,0.31006578,0.31067574,0.30978137,0.30798644,0.3076515,0.31951383,0.30833843,0.31136593,0.3062121,0.30517596,0.31294233,0.31074587,0.31693476,0.30719784,0.3160236,0.30554363,0.30720502,0.30715677,0.313027,0.30705786,0.3098475,0.3109367,0.31535345,0.30920106,0.3116354,0.30498147,0.30824527,0.31523153,0.31108686,0.3085157,0.30338106
-1.6976125,0.009211899,14.363523,0.3978415,0.4050472,0.40282983,0.39797193,0.40020087,0.39959237,0.38532743,0.40015674,0.40007553,0.40142062,0.39551997,0.3950078,0.40528703,0.39073616,0.3860541,0.40191758,0.4070176,0.3913594,0.40062863,0.394407,0.39947417,0.4014349,0.39891067,0.3966522,0.39244822,0.40520158,0.3999169,0.39795142,0.39467803,0.39898962,0.3914347,0.40051442,0.39308292,0.3888877,0.40021232,0.39962587,0.4034806,0.39570233,0.3976401,0.3987367,0.407391,0.3920257,0.39630342,0.4057388,0.3857656,0.39266807,0.40363902,0.39396462,0.3874707,0.4068996,0.39329576,0.3981999,0.40092844,0.39258733,0.388165,0.39802727,0.399919,0.40381992,0.40163136,0.38997117,0.40892363,0.40476766,0.39781362,0.40190402,0.40673584,0.40297982,0.39547563,0.39200616,0.40393436,0.40739846,0.40385875,0.39409244,0.39278138,0.40276134,0.40645385,0.38852143,0.3917143,0.3981605,0.4001104,0.39097133,0.40585563,0.40254518,0.3870628,0.40531155,0.3958338,0.392752,0.3990348,0.39467224,0.40379825,0.39825657,0.39635625,0.39451653,0.39099532,0.402636,0.38739538,0.39923096,0.40464288,0.39491126,0.39563927,0.39862543,0.33671197,0.33075204,0.33619404,0.33656666,0.33211252,0.32804468,0.33064514,0.33287302,0.33859637,0.3323742,0.33099914,0.32401475,0.34124815,0.32823455,0.33149642,0.33407784,0.33848584,0.33388773,0.33190107,0.33034948,0.33029157,0.33118117,0.33240628,0.3311396,0.33460155,0.33474794,0.33781204,0.33448455,0.3304226,0.33314773,0.3259194,0.33106068,0.33659258,0.32699162,0.33170518,0.33016655,0.32996285,0.33244365,0.32753798,0.3375993,0.32940108,0.3320984,0.32797214,0.33619577,0.32441896,0.32567808,0.33330965,0.3368021,0.33436957,0.33690023,0.32908195,0.3325537,0.3376748,0.3353808,0.32549733,0.33680397,0.3333157,0.32868624,0.3365144,0.32748306,0.33257115,0.3404271,0.33125636,0.3298122,0.33250943,0.33533365,0.3305978,0.33501607,0.33209035,0.33165336,0.33466506,0.33125654,0.3308895,0.33198684,0.34115905,0.33063775,0.3315421,0.33212075,0.33243477,0.3339275,0.33455953,0.33890396,0.3266177,0.3367986,0.32931495,0.32818925,0.32992646,0.33300272,0.33557674,0.3331666,0.3310541,0.33440015,0.3332939,0.33243197,0.3286462,0.33183268,0.33750057,0.33152786,0.33181995,0.32677087
-1.6539497,-0.49669608,12.510862,0.39750794,0.40439147,0.40200672,0.39770114,0.39938012,0.39892235,0.38505083,0.3996069,0.39976758,0.40095946,0.39497343,0.3943912,0.40489185,0.3901571,0.38588706,0.40132746,0.40649465,0.39054486,0.399976,0.39397365,0.39894488,0.4008603,0.3983345,0.3961471,0.39202523,0.40440157,0.39949802,0.39758825,0.39405805,0.3986681,0.3910077,0.39986518,0.3928519,0.38845688,0.39973518,0.39894083,0.4029148,0.3953371,0.39726743,0.39810646,0.4066397,0.39172223,0.39579943,0.4052136,0.38553852,0.39202422,0.40308446,0.3935657,0.38736156,0.40635338,0.3927563,0.3978468,0.40056357,0.39218146,0.38740918,0.3977504,0.39934364,0.4031412,0.401137,0.3896578,0.40813884,0.4043874,0.39722833,0.40115494,0.40604022,0.40240377,0.3950576,0.39148134,0.40322697,0.406231,0.40338412,0.3936571,0.39245775,0.4021897,0.40589747,0.388381,0.39113256,0.39749616,0.39963645,0.3904946,0.4051941,0.40228754,0.38682443,0.4046856,0.39516655,0.3922347,0.39839828,0.39406696,0.4029684,0.39766315,0.3958601,0.39405555,0.3907603,0.40180382,0.3869661,0.3985569,0.40400806,0.39427733,0.39522004,0.39800733,0.36385158,0.36060053,0.3645923,0.364145,0.36184385,0.35785788,0.3556344,0.36062407,0.366157,0.3614615,0.35917422,0.3509164,0.3668544,0.3546676,0.35566524,0.3620115,0.36724922,0.3592401,0.3584108,0.35572258,0.36093736,0.3609717,0.36080262,0.35840455,0.36268145,0.36410964,0.36495778,0.36299947,0.35784096,0.36173,0.35427275,0.36198843,0.36229563,0.35299912,0.3617078,0.36032987,0.36013657,0.36057457,0.35980904,0.36711887,0.36366025,0.3589925,0.35511616,0.36723045,0.34968498,0.35470363,0.3614986,0.36450657,0.35674372,0.36496416,0.35624117,0.35973495,0.36578906,0.36161613,0.351334,0.36201176,0.35953203,0.36039892,0.36278012,0.354339,0.36553082,0.36867842,0.35732564,0.3591204,0.36154902,0.3657158,0.35963687,0.36016497,0.3601547,0.35829008,0.36391675,0.35924074,0.35895655,0.36131376,0.36758628,0.35686982,0.3562694,0.3622985,0.36322144,0.3600989,0.36239076,0.36687285,0.3511366,0.36409813,0.3575261,0.35452566,0.3577666,0.35898986,0.3669466,0.35984647,0.35643503,0.36100012,0.3611679,0.35984543,0.3557038,0.35866722,0.3648284,0.35781902,0.36025473,0.3561376
-1.6102871,0.5420654,12.96996,0.39715126,0.40371412,0.40128815,0.39743027,0.39855933,0.39831185,0.38477963,0.39905706,0.39957604,0.4005028,0.39442688,0.39377463,0.40449667,0.38982153,0.38572,0.4007373,0.40596613,0.38993832,0.39931044,0.39347222,0.3985524,0.40028578,0.39775833,0.3956428,0.391697,0.40374497,0.3990792,0.3972251,0.39343807,0.39833584,0.39057648,0.39921594,0.39262092,0.38802603,0.399258,0.39825168,0.402349,0.39497185,0.39689475,0.39779544,0.40590453,0.39141876,0.39517498,0.4046884,0.38531142,0.3913803,0.4025299,0.39316678,0.38722235,0.40580696,0.39226723,0.3974937,0.40022045,0.3919004,0.38688013,0.39747354,0.3987373,0.40255904,0.40071788,0.3893168,0.40735286,0.40401018,0.396641,0.40040588,0.4053446,0.40182772,0.39465174,0.39130417,0.4025112,0.40526393,0.4029677,0.39322174,0.39213413,0.40161806,0.40531564,0.38820478,0.39055085,0.39703342,0.3991625,0.39026168,0.4045326,0.40199596,0.3865934,0.40405968,0.39470783,0.3917596,0.39776918,0.39362457,0.40213862,0.3970742,0.3953657,0.393777,0.39052525,0.40110114,0.3865837,0.39788285,0.4033732,0.3936651,0.3948688,0.39738923,0.31904665,0.3118305,0.31744862,0.31990936,0.3142371,0.31077185,0.3148074,0.31580716,0.32280922,0.31445223,0.31441143,0.30661222,0.32465628,0.31149396,0.3172877,0.31758517,0.32050523,0.3193106,0.3168686,0.313999,0.31258583,0.3134926,0.31435126,0.3166819,0.3160335,0.31403422,0.3214146,0.31597087,0.31191492,0.31503078,0.3072487,0.31082803,0.3200122,0.3124936,0.31295258,0.31089556,0.31219697,0.31324303,0.30982336,0.3189132,0.3076965,0.31615993,0.3119695,0.31595352,0.31045905,0.30696383,0.3158592,0.31721696,0.32005396,0.31904253,0.31336752,0.31550515,0.31957674,0.32091805,0.30875736,0.32172015,0.3172068,0.30951467,0.3203519,0.31143275,0.31186235,0.32282075,0.31623414,0.31292078,0.31311345,0.31526148,0.31362423,0.3197869,0.31434992,0.31555748,0.31728527,0.31562418,0.31451023,0.31482953,0.32552543,0.31431696,0.31616956,0.31368792,0.31283563,0.31839448,0.31736168,0.3231597,0.31213456,0.32159898,0.3122154,0.31275532,0.31329444,0.3187063,0.3151916,0.31613293,0.31630665,0.3202472,0.31588495,0.31695387,0.31133774,0.3146151,0.3211141,0.31619424,0.31511512,0.3097066
-1.5666244,-1.3052686,15.397413,0.3967946,0.40299627,0.40056962,0.39716533,0.3977386,0.3977013,0.38450843,0.39850718,0.39938447,0.40004763,0.39405504,0.39315808,0.4041015,0.38948187,0.38555297,0.40012893,0.4053731,0.38937995,0.3986202,0.3929177,0.39810675,0.3997112,0.39718214,0.39513847,0.3913688,0.40308836,0.39866033,0.39686197,0.39291108,0.3979881,0.39014524,0.39856666,0.39238986,0.38759524,0.39878085,0.39755917,0.40183136,0.39457104,0.39652205,0.3974844,0.40520793,0.39111525,0.39453003,0.4040842,0.38508427,0.39073646,0.40197527,0.3927679,0.38707462,0.4052601,0.39177817,0.39708963,0.39987734,0.39161932,0.38642266,0.39719668,0.39813343,0.40211016,0.40024218,0.38893405,0.406523,0.403633,0.39602318,0.39961338,0.404649,0.4012517,0.39422494,0.39115578,0.40175304,0.4043223,0.40255126,0.39278638,0.3918105,0.40097427,0.40468237,0.38802853,0.38996908,0.3966004,0.39868858,0.39000946,0.40387112,0.4016672,0.3863086,0.4034337,0.3942301,0.39128447,0.39714274,0.3931822,0.40174213,0.39648527,0.39483893,0.39349845,0.39029023,0.40039843,0.3862013,0.39720878,0.40273833,0.39324626,0.3945175,0.396742,0.3936516,0.3981496,0.39530155,0.39436787,0.39343688,0.3931617,0.3821888,0.3940671,0.39735183,0.3969418,0.3913285,0.38879395,0.40083402,0.38647118,0.38340065,0.39571044,0.40137547,0.38689235,0.39384505,0.38895214,0.3948175,0.39542,0.39283517,0.39139843,0.3886736,0.3983323,0.39547893,0.3931839,0.3895799,0.39461318,0.38697454,0.3946497,0.39019862,0.38409427,0.39488265,0.39274597,0.39758158,0.39116004,0.39313707,0.39466757,0.40000954,0.38784364,0.39017063,0.3996942,0.38285246,0.38641104,0.39766735,0.38992497,0.3855589,0.40053213,0.38806427,0.39354628,0.39680153,0.38897994,0.38333473,0.3941381,0.39387584,0.39808348,0.395757,0.3855953,0.40050986,0.40057337,0.39156824,0.39426234,0.39940712,0.39700955,0.39069885,0.3893799,0.3964811,0.39790705,0.3990671,0.38941926,0.3893235,0.39567074,0.40034407,0.3860578,0.3861079,0.3934536,0.39490253,0.38800493,0.3992158,0.3991758,0.38355923,0.39884302,0.3905144,0.38810474,0.39231554,0.38977155,0.40004766,0.39203376,0.39068428,0.39112046,0.38778424,0.39564395,0.38313094,0.3922899,0.39803863,0.39034912,0.3914878,0.39181
-1.5229617,1.1463649,12.429234,0.3964379,0.40227836,0.39982104,0.39683774,0.3971647,0.39709073,0.3842372,0.39789757,0.3991842,0.399657,0.3937206,0.39253405,0.4036689,0.3890756,0.3853847,0.3994982,0.40479484,0.38905627,0.3979299,0.39236495,0.39766234,0.3991366,0.39656797,0.3946342,0.3910406,0.40242496,0.39824146,0.3964281,0.39245182,0.39764032,0.38971403,0.39795634,0.39215884,0.38716435,0.39825484,0.39674044,0.40131527,0.39414036,0.39607546,0.39717337,0.4044727,0.39081177,0.39388555,0.40347126,0.3848184,0.39009258,0.40138158,0.39236897,0.38692683,0.4045168,0.3912896,0.39659518,0.39953426,0.39134046,0.38597634,0.39684662,0.3975333,0.40166655,0.39976653,0.38850802,0.40561068,0.40325427,0.39540538,0.3988076,0.4039534,0.40066755,0.39370307,0.3909777,0.40099487,0.40334138,0.4020932,0.3923319,0.39148685,0.40008733,0.40403342,0.38785228,0.38938737,0.39616734,0.3982105,0.38975728,0.40316057,0.4013273,0.38600993,0.4027498,0.39370453,0.3908199,0.39651623,0.3927398,0.40157285,0.3958963,0.394165,0.39321992,0.3900552,0.3996957,0.38580692,0.39651182,0.40210354,0.39282742,0.39410305,0.39608058,0.30799004,0.2986835,0.30537918,0.30895495,0.3016867,0.2993768,0.30545017,0.30432937,0.3141615,0.30195168,0.3020351,0.29537594,0.31545132,0.30044737,0.3091363,0.30693445,0.30879176,0.31120414,0.30734965,0.30470064,0.30057704,0.3024132,0.30185094,0.30723763,0.30401894,0.30017376,0.30986896,0.30323216,0.29909536,0.3024449,0.29346797,0.29591647,0.3097334,0.30382872,0.30045113,0.29703182,0.29967767,0.30023852,0.2964073,0.3066023,0.29104972,0.3059247,0.30153725,0.3020479,0.3030976,0.2942635,0.3044721,0.3057137,0.3128594,0.3062599,0.3024936,0.305664,0.30759937,0.31242824,0.297636,0.31241128,0.30690655,0.29519966,0.31132463,0.30069253,0.29740593,0.3111626,0.30798867,0.30080944,0.2997318,0.30266753,0.3024217,0.3110887,0.3033088,0.30639485,0.30579168,0.3056684,0.30313894,0.3024172,0.315046,0.30389526,0.30782425,0.30061302,0.29954535,0.30922383,0.3059016,0.3124362,0.3036896,0.31193817,0.30058527,0.3030933,0.3025953,0.30885193,0.3011733,0.30517623,0.3069457,0.3118474,0.3043006,0.30766025,0.3003343,0.30361336,0.31095767,0.30740198,0.30361104,0.29867992
-1.4792991,-1.0658007,12.255657,0.3960812,0.40156052,0.39904422,0.3964739,0.39654282,0.39633515,0.3839178,0.39712074,0.39893308,0.39924693,0.39325634,0.39188945,0.4032283,0.38866958,0.38501978,0.39886743,0.4042166,0.38874155,0.39723963,0.39178333,0.3972233,0.39856204,0.39579883,0.39412984,0.39067814,0.40159705,0.3978226,0.3958594,0.3919926,0.39726883,0.38928282,0.39741087,0.39192784,0.38670915,0.39770854,0.39583406,0.40063217,0.3935822,0.39547065,0.3967858,0.40370607,0.39032105,0.3932413,0.40285835,0.3845267,0.3894487,0.40076405,0.39197004,0.38677913,0.40371686,0.3908031,0.3959874,0.39913404,0.39102972,0.3855363,0.39632148,0.3969331,0.4011699,0.39903116,0.38804877,0.40461987,0.40283412,0.39478758,0.39800173,0.403199,0.4000437,0.3930885,0.39080614,0.40023124,0.4022453,0.401665,0.39184362,0.3911421,0.3991973,0.4033972,0.38765472,0.38880566,0.39573428,0.39766032,0.38950512,0.40241602,0.4009857,0.3855184,0.40206957,0.39317894,0.39036006,0.39577043,0.39229056,0.401372,0.39524937,0.3934911,0.3928351,0.3897745,0.39899302,0.38536695,0.39573273,0.40140098,0.39241448,0.39367345,0.39532316,0.38995963,0.3931837,0.39050707,0.3915562,0.38993847,0.38818195,0.38101253,0.39014795,0.3939258,0.39414933,0.3876738,0.38396925,0.39769536,0.38330126,0.38145867,0.3909618,0.3983502,0.38348734,0.3893306,0.3841373,0.39148393,0.39141852,0.3898269,0.38699454,0.38810635,0.3931834,0.39154384,0.39103717,0.3862982,0.3908915,0.38391006,0.39256734,0.38781926,0.38101965,0.39070326,0.39010626,0.39345393,0.3898906,0.38986677,0.3918837,0.3959714,0.38413537,0.3855993,0.3959958,0.3804973,0.3837624,0.39293975,0.38934702,0.3831508,0.39620873,0.3836491,0.3895929,0.39360628,0.3861139,0.3795545,0.39081702,0.38822034,0.3940737,0.39063004,0.38308582,0.39574423,0.39759094,0.3861362,0.38874725,0.3940535,0.3944529,0.3873758,0.3872602,0.39127773,0.39193678,0.39488336,0.3861181,0.38633168,0.39081272,0.39582053,0.3841412,0.3823663,0.3917941,0.39227778,0.38635218,0.3937131,0.3962704,0.38081473,0.3937343,0.38679087,0.3832012,0.38747117,0.38571903,0.398397,0.38669986,0.3872149,0.38871107,0.38556072,0.3904611,0.3815251,0.3876909,0.39399326,0.38669568,0.3882465,0.38716614
-1.4356364,-1.7276651,11.046003,0.39562884,0.4007717,0.39808846,0.39594555,0.39577702,0.39554277,0.38353053,0.3963465,0.39868194,0.3987197,0.392769,0.39124632,0.40278772,0.38826555,0.3846037,0.39810997,0.4035658,0.38835713,0.39641243,0.3910536,0.39662006,0.39781675,0.39498165,0.39362484,0.3902821,0.40076917,0.3973996,0.39518812,0.39147228,0.39681962,0.3888407,0.3968104,0.39163452,0.38613307,0.3970209,0.3949323,0.39986482,0.3929745,0.3948719,0.39625436,0.40278235,0.38972282,0.39245924,0.40212306,0.38414025,0.38879764,0.39998567,0.3915487,0.38660654,0.40292203,0.39027703,0.3953876,0.39858723,0.3905996,0.3850963,0.39576894,0.39633292,0.4004315,0.39824012,0.38741937,0.40358368,0.40228844,0.3939924,0.39709368,0.40227178,0.39929,0.3924739,0.39051697,0.39931014,0.40115574,0.4011553,0.39135244,0.39070153,0.39830723,0.40273827,0.38737175,0.38809672,0.39530116,0.39700532,0.38925293,0.40161324,0.40056142,0.38502687,0.40129694,0.39260182,0.38990018,0.39490366,0.39178148,0.40109596,0.39453277,0.3927675,0.39240488,0.3893327,0.3982675,0.38492697,0.39486897,0.4005574,0.39200836,0.39312354,0.39448723,0.39805904,0.40571257,0.40349814,0.39819664,0.40076584,0.40025973,0.38572195,0.40053517,0.400607,0.40176436,0.39589617,0.39541364,0.405559,0.39116833,0.38616905,0.40232375,0.40737748,0.3920436,0.40123302,0.39470524,0.3999078,0.40183383,0.39930728,0.3971478,0.39285433,0.405844,0.4002052,0.39820135,0.3951048,0.39936852,0.39189425,0.4009613,0.3933964,0.3891843,0.40054068,0.40009737,0.40387005,0.3959537,0.39789662,0.3993305,0.40790808,0.3922346,0.39665028,0.40616816,0.38592196,0.3931113,0.40423912,0.39432272,0.38769808,0.40727556,0.3939044,0.39844286,0.40153646,0.39304385,0.3886852,0.39821783,0.40029785,0.40450805,0.40207765,0.39040247,0.40976936,0.4050297,0.3982898,0.40241963,0.40726432,0.40337634,0.39577344,0.39236742,0.40442124,0.40820202,0.40437126,0.39439204,0.39300412,0.4031599,0.40683675,0.3886122,0.39210552,0.39861774,0.40043655,0.3915069,0.40635332,0.402731,0.3872482,0.40580994,0.3964113,0.39331582,0.3995316,0.39523154,0.40436938,0.3986662,0.39669836,0.39484817,0.3912889,0.40330335,0.38791624,0.39969492,0.40509602,0.3955494,0.39631122,0.39907998
-1.3919737,-0.5168172,10.479815,0.3949988,0.39989,0.39714614,0.39541715,0.39499328,0.39474532,0.38307244,0.39558142,0.39822736,0.39811838,0.39228168,0.3904607,0.40217724,0.38766462,0.38415778,0.3973081,0.40283823,0.38786656,0.39554793,0.3903239,0.3960168,0.39702892,0.39416438,0.39294,0.38974372,0.39995205,0.396755,0.39451686,0.3908766,0.3962092,0.38831893,0.39608678,0.39116353,0.38542905,0.3962813,0.394066,0.3990975,0.3923668,0.39429086,0.3957229,0.40185714,0.3891201,0.39167726,0.4012939,0.3837114,0.38798782,0.39920592,0.39105937,0.3862557,0.40212718,0.38953343,0.39478785,0.39802438,0.390049,0.38453728,0.395222,0.39555627,0.39966077,0.39744908,0.38678998,0.4025475,0.40172273,0.39318046,0.39612696,0.40134266,0.39852637,0.3918593,0.39013615,0.39838505,0.40006772,0.40048662,0.39069465,0.39024,0.39742854,0.4019364,0.38688883,0.38737607,0.3947462,0.39630213,0.38889417,0.4008103,0.400143,0.38453534,0.40047222,0.39190271,0.38938412,0.39403683,0.39110833,0.40074486,0.3936922,0.39204046,0.39197475,0.3888141,0.39741403,0.38433856,0.39400518,0.39971378,0.39155194,0.3925757,0.39358985,0.36492488,0.36184382,0.36571687,0.36521983,0.36302748,0.35911477,0.35661703,0.3617328,0.3672506,0.3626655,0.36029187,0.35202664,0.36787912,0.3557462,0.35661477,0.36318588,0.36839566,0.3602491,0.35948724,0.3567705,0.3621174,0.36217913,0.36193848,0.35949337,0.36381298,0.36526603,0.3660374,0.36414012,0.35896885,0.36289236,0.35540387,0.36319998,0.36333692,0.3540538,0.36290956,0.361516,0.36137515,0.36173257,0.3611107,0.36827445,0.36501828,0.36011383,0.35622635,0.36848503,0.35069227,0.35588452,0.36262885,0.3656398,0.3576642,0.36613077,0.35730675,0.36084414,0.3668684,0.362633,0.35233986,0.36304867,0.3606258,0.3616881,0.36383566,0.35543048,0.36683705,0.3698491,0.35835996,0.3602731,0.36274558,0.3669743,0.3608009,0.36120236,0.36131665,0.35934708,0.36513162,0.36034346,0.36009797,0.36251694,0.36865604,0.3578995,0.35727167,0.36354405,0.36443427,0.36116296,0.36350527,0.36798516,0.35213804,0.36520573,0.35864207,0.35560003,0.35893315,0.3600948,0.36821645,0.36091265,0.35743734,0.36207765,0.36229652,0.3609471,0.35679245,0.3597515,0.3659341,0.35888225,0.3613465,0.3572989
