-1.7197807,-2.5619557,0.04655837,0.033282734,0.036655013,-0.051331628,0.014601357,0.026146788,-0.04000179,-0.057268716,-0.03263578,0.03410943,-0.037855558,-0.04721147,-0.0198352,-0.033529863,-0.023466438,0.046498794,-0.03377339,-0.011168322,-0.015237877,0.026777154,0.023717763,0.05087752,-0.059565507,-0.0054290965,0.040575832,0.020365035,-0.04730484,-0.033128187,-0.017787566,0.029060844,0.019328795,-0.03556874,-0.023237927,0.019177321,-0.05254568,0.053157117,0.040068716,0.046036176,0.04698382,0.023905026
-1.7154185,-2.7994685,0.04637539,0.033158153,0.036545247,-0.050951853,0.014488375,0.025997562,-0.04003863,-0.05711116,-0.03241402,0.033938006,-0.037812732,-0.046974055,-0.019597627,-0.033090074,-0.023354417,0.046290092,-0.034085363,-0.011053815,-0.015236477,0.026662115,0.024612518,0.050593913,-0.059467103,-0.0054032276,0.040396888,0.020267647,-0.047107395,-0.03284332,-0.017840464,0.028840113,0.019235013,-0.035396755,-0.023112245,0.01893188,-0.052216772,0.052897166,0.03949491,0.045784354,0.046895858,0.023702297
-1.7110562,10.884126,0.046189155,0.033033334,0.03643598,-0.05056545,0.014375747,0.025848113,-0.04007578,-0.05695119,-0.032188185,0.03376633,-0.037767377,-0.046732016,-0.0193577,-0.03264398,-0.023238609,0.04608143,-0.03439773,-0.010937764,-0.015233814,0.02654677,0.025456693,0.05030819,-0.059360124,-0.0053766775,0.040216673,0.020170966,-0.046903986,-0.032554742,-0.017885717,0.028617853,0.019141085,-0.035222236,-0.02298423,0.018685274,-0.051880803,0.05263295,0.038913112,0.0455322,0.04680677,0.023499489
-1.706694,-2.609673,0.045999516,0.03290826,0.03632713,-0.05017229,0.014263254,0.025698366,-0.04011312,-0.05678891,-0.03195824,0.03359427,-0.037719265,-0.0464852,-0.019115372,-0.0321915,-0.023118936,0.045872748,-0.034710485,-0.010820008,-0.015229952,0.026431078,0.026249826,0.050020386,-0.059244122,-0.0053496095,0.040035035,0.020074952,-0.046694487,-0.032262493,-0.017923309,0.028394107,0.019046845,-0.035045248,-0.022853965,0.018437643,-0.05153764,0.05236469,0.038323477,0.04527969,0.04671633,0.023296554
-1.7023318,9.827291,0.0458063,0.032782815,0.036218695,-0.049772345,0.014150982,0.025548354,-0.040150743,-0.056624293,-0.031724147,0.033421654,-0.03766827,-0.046233594,-0.018870614,-0.031732734,-0.022995405,0.04566404,-0.035023317,-0.010700728,-0.0152249755,0.026314855,0.026991801,0.04973024,-0.05911881,-0.005322068,0.039851967,0.019979617,-0.046478856,-0.03196657,-0.017953362,0.028168669,0.018952357,-0.034865655,-0.022721365,0.018189158,-0.05118715,0.052092783,0.037726086,0.045026753,0.04662441,0.023093492
-1.6979696,-1.6041828,0.04560924,0.03265691,0.036110535,-0.049365576,0.014038847,0.025397953,-0.040188678,-0.056457303,-0.031485837,0.033248305,-0.037614256,-0.04597709,-0.018623611,-0.03126774,-0.022867888,0.045455243,-0.035336014,-0.010579785,-0.015218847,0.026198195,0.02768273,0.049437813,-0.058983665,-0.005294116,0.039667197,0.019884868,-0.046256814,-0.03166702,-0.017975971,0.027941545,0.018857483,-0.034683622,-0.022586456,0.017939722,-0.05082928,0.05181748,0.037120998,0.04477336,0.04653091,0.02289023
-1.6936073,-1.0147588,0.04540813,0.032530524,0.03600277,-0.048951834,0.013926838,0.025247041,-0.040227138,-0.056287978,-0.03124337,0.03307412,-0.03755707,-0.045715645,-0.018374262,-0.030796586,-0.022736533,0.04524635,-0.035648305,-0.010457326,-0.015211679,0.02608097,0.028322954,0.049142893,-0.058838416,-0.005265889,0.03948074,0.019790672,-0.04602836,-0.031363793,-0.017991288,0.027712563,0.018762156,-0.03449907,-0.02244935,0.017689707,-0.050463863,0.051539164,0.036508344,0.044519506,0.046435643,0.022686686
-1.6892451,-1.8715427,0.0452028,0.032403525,0.035895146,-0.048531193,0.013814767,0.025095638,-0.040265962,-0.05611644,-0.030996624,0.032898825,-0.037496466,-0.045449257,-0.018122643,-0.030319367,-0.022601152,0.045037348,-0.035960007,-0.010333338,-0.015203543,0.025963148,0.028913056,0.048845414,-0.058682684,-0.00523753,0.039292328,0.01969695,-0.04579313,-0.031056954,-0.017999372,0.027481696,0.018666357,-0.034312043,-0.022309957,0.017438877,-0.050090935,0.051258173,0.03588828,0.04426507,0.046338372,0.022482816
-1.6848829,-1.7381436,0.044992987,0.03227582,0.035787653,-0.048103422,0.013702725,0.02494361,-0.040305458,-0.05594261,-0.030745648,0.032722246,-0.037432324,-0.04517776,-0.017868785,-0.02983605,-0.022461796,0.044828117,-0.03627079,-0.010207927,-0.015194519,0.025844393,0.0294537,0.048545275,-0.05851615,-0.005209059,0.039101854,0.019603685,-0.045551155,-0.030746585,-0.018000428,0.027248757,0.018569926,-0.034122515,-0.022168359,0.017187549,-0.049710263,0.050974898,0.035260845,0.044010013,0.046238936,0.022278588
-1.6805207,7.03836,0.044778436,0.032147355,0.035680212,-0.047668707,0.013590461,0.02479088,-0.040345583,-0.055766746,-0.030490419,0.03254424,-0.037364524,-0.044901337,-0.017612774,-0.029346853,-0.022318473,0.044618636,-0.03658041,-0.010081149,-0.015184654,0.025724895,0.02994592,0.048242267,-0.058338273,-0.005180634,0.03890921,0.019510813,-0.045302223,-0.030432697,-0.017994506,0.027013697,0.01847285,-0.03393054,-0.022024611,0.0169357,-0.04932185,0.050689813,0.03462633,0.043754317,0.046137124,0.022073822
-1.6761584,-2.5979362,0.04455891,0.032017957,0.03557281,-0.047226857,0.013478057,0.024637368,-0.040386453,-0.055588648,-0.030230885,0.032364503,-0.037292775,-0.044619758,-0.017354729,-0.028851876,-0.022171091,0.04440886,-0.03688871,-0.009952986,-0.015174106,0.025604298,0.030390652,0.04793625,-0.058148835,-0.005152462,0.038714103,0.01941819,-0.045046214,-0.030115265,-0.017981775,0.02677636,0.01837494,-0.03373621,-0.021878771,0.016683524,-0.048925616,0.05040332,0.0339849,0.043497805,0.046032723,0.0218685
-1.6717962,9.407139,0.04433412,0.031887505,0.03546524,-0.046777777,0.013365314,0.02448292,-0.040428158,-0.05540852,-0.029967148,0.03218289,-0.037216958,-0.044333044,-0.017094621,-0.028351162,-0.022019798,0.044198718,-0.037195206,-0.009823617,-0.015162921,0.025482679,0.030789172,0.047627103,-0.057947442,-0.0051245615,0.038516425,0.019325752,-0.044782966,-0.029794428,-0.01796245,0.026536524,0.018276198,-0.033539467,-0.021730838,0.016430994,-0.048521463,0.05011588,0.033336673,0.04324046,0.045925442,0.02166251
-1.667434,9.658949,0.044103865,0.031755894,0.035357468,-0.046321616,0.0132522015,0.024327416,-0.040470786,-0.055226333,-0.02969909,0.031999167,-0.037136827,-0.04404119,-0.01683257,-0.027844895,-0.02186452,0.04398815,-0.037499953,-0.009692986,-0.015151257,0.02535985,0.03114262,0.047314703,-0.057733674,-0.005097213,0.03831596,0.019233499,-0.044512417,-0.029470274,-0.017936671,0.026294172,0.01817642,-0.03334038,-0.021580895,0.016178243,-0.048109338,0.049828056,0.032682024,0.04298221,0.045815133,0.021455808
-1.6630716,-4.958224,0.043867737,0.03162293,0.035249338,-0.04585817,0.013138536,0.024170846,-0.04051448,-0.055042326,-0.029426735,0.031813104,-0.037052177,-0.043744165,-0.016568612,-0.02733323,-0.021705113,0.04377702,-0.037802394,-0.009561174,-0.015139127,0.025235659,0.03145242,0.046998724,-0.057507146,-0.005070413,0.038112488,0.019141182,-0.044234384,-0.02914274,-0.017904539,0.02604907,0.018075544,-0.033138927,-0.021428939,0.01592544,-0.047689173,0.049540315,0.032021057,0.042722907,0.04570147,0.021248197
-1.6587094,-3.4572275,0.043625563,0.031488582,0.035140797,-0.04538748,0.013024331,0.024012992,-0.04055923,-0.054856457,-0.029150072,0.031624436,-0.036962725,-0.04344186,-0.016302833,-0.026816215,-0.021541873,0.043565262,-0.038102347,-0.009428394,-0.015126698,0.025109937,0.03171992,0.046679154,-0.057267457,-0.0050444375,0.03790584,0.019048845,-0.04394879,-0.028812084,-0.017866276,0.025801102,0.01797344,-0.032935236,-0.02127519,0.015672624,-0.04726087,0.049253184,0.03135417,0.0424625,0.045584176,0.021039631
-1.6543472,-2.645735,0.043377046,0.03135265,0.03503168,-0.044909507,0.012909347,0.023853736,-0.0406052,-0.05466876,-0.028869124,0.03143296,-0.036868315,-0.043134347,-0.016035456,-0.026294028,-0.021374574,0.043352857,-0.038399465,-0.0092947,-0.015114062,0.02498254,0.03194651,0.046355825,-0.05701448,-0.0050194156,0.037695725,0.018956318,-0.04365544,-0.028478118,-0.017821979,0.025550157,0.017869994,-0.032729212,-0.02111953,0.0154198585,-0.046824265,0.048967347,0.030681564,0.042200837,0.045463003,0.020830005
