-1.7197807,-2.5619557,0.39062205
-1.7154185,-2.7994685,0.38923153
-1.7110562,10.884126,0.38779613
-1.706694,-2.609673,0.38631523
-1.7023318,9.827291,0.38478857
-1.6979696,-1.6041828,0.38321576
-1.6936073,-1.0147588,0.38159692
-1.6892451,-1.8715427,0.3799318
-1.6848829,-1.7381436,0.37822053
-1.6805207,7.03836,0.3764633
-1.6761584,-2.5979362,0.3746603
-1.6717962,9.407139,0.3728117
-1.667434,9.658949,0.37091804
-1.6630716,-4.958224,0.36897928
-1.6587094,-3.4572275,0.36699608
-1.6543472,-2.645735,0.36496875
-1.649985,-2.6064944,0.36289772
-1.6456227,8.356242,0.36078343
-1.6412605,8.031539,0.35862613
-1.6368983,7.9722943,0.35642633
-1.632536,9.903956,0.35418442
-1.6281738,-2.678831,0.35190064
-1.6238116,-4.528092,0.34957537
-1.6194494,8.7696085,0.34720874
-1.6150872,-3.9225473,0.34480104
-1.6107249,-2.7843525,0.3423526
-1.6063627,-4.861624,0.33986336
-1.6020005,-3.785353,0.3373334
-1.5976382,7.3700256,0.3347627
-1.5932761,-5.3224616,0.3321513
-1.5889139,8.118427,0.32949877
-1.5845517,9.455756,0.32680508
-1.5801895,-5.2403846,0.32406968
-1.5758272,8.373005,0.3212923
-1.571465,-3.8781242,0.31847224
-1.5671028,6.7087693,0.31560898
-1.5627406,-6.3144393,0.31270155
-1.5583783,-5.07234,0.309749
-1.554016,-6.81189,0.30675036
-1.5496538,7.4804454,0.30370432
-1.5452915,-4.131662,0.30060944
-1.5409293,7.6664906,0.29746407
-1.5365671,8.130421,0.29426658
-1.5322049,8.65646,0.29101485
-1.5278426,-7.9522967,0.28770635
-1.5234804,7.2416854,0.28433877
-1.5191182,8.868665,0.28090918
-1.514756,-6.5970564,0.2774144
-1.5103937,-8.546387,0.27385098
-1.5060315,-6.640618,0.27021477
-1.5016693,-5.126197,0.26650137
-1.4973071,8.518739,0.26270583
-1.4929448,6.279624,0.2588228
-1.4885826,-8.306418,0.25484595
-1.4842204,-7.660395,0.25076842
-1.4798582,5.7730317,0.24658248
-1.4754959,6.8115377,0.24227956
-1.4711337,-8.989697,0.23785001
-1.4667715,8.645084,0.23328298
-1.4624093,7.8611193,0.22856659
-1.458047,7.02012,0.22368723
-1.4536848,-8.980991,0.21862997
-1.4493226,-8.06207,0.21337815
-1.4449604,-7.9105897,0.20791335
-1.4405981,9.134891,0.20221542
-1.4362359,4.6460238,0.19626209
-1.4318737,7.5610423,0.1900294
-1.4275115,-6.118376,0.18349162
-1.4231492,-8.301143,0.17662123
-1.418787,-6.83556,0.16939019
-1.4144248,-7.945617,0.16176942
-1.4100626,-8.637809,0.15373069
-1.4057003,-7.1070786,0.14524695
-1.4013381,-6.7085476,0.1362942
-1.3969759,-7.269778,0.1268532
-1.3926136,6.5132136,0.11691107
-1.3882514,7.476539,0.10646372
-1.3838892,6.796793,0.09551737
-1.379527,-8.020517,0.08409124
-1.3751647,-7.5980196,0.072217256
-1.3708025,-8.819702,0.059941743
-1.3664403,-7.272524,0.0473245
-1.3620781,6.3486567,0.03443677
-1.3577158,5.5828695,0.02135884
-1.3533536,5.412331,0.008176412
-1.3489914,-11.197784,-0.005023651
-1.3446292,-10.126408,-0.018157475
-1.340267,-8.694518,-0.031147972
-1.3359046,-7.99437,-0.043928325
-1.3315424,3.52415,-0.056443326
-1.3271801,4.987246,-0.068651654
-1.322818,-7.246841,-0.080525026
-1.3184558,-9.488188,-0.0920488
-1.3140936,-8.590585,-0.10321817
-1.3097314,3.3620534,-0.11403903
-1.3053691,4.2125278,-0.12452409
-1.3010069,3.527056,-0.13469206
-1.2966447,4.1582966,-0.14456505
-1.2922825,-9.485103,-0.15416753
-1.2879202,-9.798818,-0.16352448
-1.283558,-12.412428,-0.17266041
-1.2791958,3.7136064,-0.1815986
-1.2748336,4.958904,-0.19036
-1.2704713,-10.566654,-0.19896331
-1.2661091,-9.66546,-0.20742387
-1.2617469,3.8613381,-0.21575427
-1.2573847,2.8914149,-0.22396341
-1.2530224,-8.310379,-0.23205702
-1.2486602,-10.68669,-0.24003708
-1.244298,-7.064677,-0.24790238
-1.2399358,1.3701222,-0.2556476
-1.2355735,2.559525,-0.2632638
-1.2312113,-9.575877,-0.2707384
-1.226849,-10.143992,-0.27805474
-1.2224867,3.2633593,-0.28519127
-1.2181245,-10.775014,-0.292123
-1.2137623,-8.181158,-0.2988194
-1.2094,-9.733524,-0.30524594
-1.2050378,-9.582058,-0.31136236
-1.2006756,1.2621086,-0.3171237
-1.1963134,-10.249969,-0.32248032
-1.1919512,-11.024099,-0.32737866
-1.1875889,1.7446774,-0.33176145
-1.1832267,1.9457076,-0.33556986
-1.1788645,2.4991295,-0.33874634
-1.1745024,0.9864637,-0.34123757
-1.1701401,1.178764,-0.34299883
-1.1657779,3.3709202,-0.34399948
-1.1614157,1.2143693,-0.34422925
-1.1570535,0.8722932,-0.34370387
-1.1526912,-0.7585017,-0.3424693
-1.148329,-9.088741,-0.34060565
-1.1439668,-10.982158,-0.3382243
-1.1396046,-10.048765,-0.33546358
-1.1352423,-9.174695,-0.33247948
-1.1308801,-10.255156,-0.3294333
-1.1265179,-10.220672,-0.32647985
-1.1221557,-9.691601,-0.32375586
-1.1177933,1.1522229,-0.3213722
-1.1134311,0.73321265,-0.3194104
-1.1090689,-10.129967,-0.31792197
-1.1047066,-2.2016141,-0.3169306
-1.1003444,-9.107369,-0.31643677
-1.0959822,-1.1730757,-0.31642264
-1.09162,-0.7113835,-0.31685674
-1.0872577,-10.318066,-0.3176987
-1.0828955,0.99250084,-0.31890196
-1.0785333,-1.3858794,-0.32041773
-1.0741711,-10.627672,-0.32219592
-1.0698088,-1.4533937,-0.32418722
-1.0654466,-2.4165776,-0.32634312
-1.0610844,-11.005997,-0.32861692
-1.0567222,-1.3752695,-0.33096296
-1.0523599,-8.328998,-0.33333716
-1.0479977,-3.427821,-0.3356964
-1.0436355,-1.6835152,-0.33799857
-1.0392733,-10.4537325,-0.34020284
-1.034911,-9.208578,-0.34226966
-1.0305488,-1.2424705,-0.34416163
-1.0261867,-1.5111086,-0.34584534
-1.0218245,-9.752934,-0.34729183
-1.0174623,-9.719765,-0.34847987
-1.0131,-7.294738,-0.34939644
-1.0087377,-10.849796,-0.35004008
-1.0043755,-2.709093,-0.35042238
-1.0000132,-8.7728195,-0.35056794
-0.995651,-4.6415405,-0.3505151
-0.9912888,-3.1432889,-0.3503135
-0.98692656,-10.230588,-0.3500218
-0.98256433,-3.2007568,-0.34970364
-0.9782021,-7.4824677,-0.3494226
-0.9738399,-4.942633,-0.34923905
-0.96947765,-11.397823,-0.34920564
-0.9651154,-7.8940434,-0.34936577
-0.9607532,-4.82248,-0.34975135
-0.956391,-9.276595,-0.3503837
-0.95202875,-3.828974,-0.35127342
-0.9476665,-4.323441,-0.35242268
-0.9433043,-8.867825,-0.35382617
-0.9389421,-9.586874,-0.35547295
-0.93457985,-5.3984027,-0.35734808
-0.9302176,-9.928888,-0.35943443
-0.9258554,-8.753296,-0.3617131
-0.92149323,-7.8016214,-0.3641645
-0.917131,-5.4013977,-0.3667696
