-1.0109645,-0.45120493
0.3140146,1.4428254
-1.4603492,-1.2906935
0.4037098,1.1381006
-1.3236578,1.0478371
1.3891581,-1.2249209
0.9222817,0.14431553
1.558383,-1.4521664
-0.026371997,1.1922565
-0.4135193,0.23365971
1.0470201,1.3742429
-1.1451099,0.12885028
-1.0915978,-1.192441
1.1127013,-0.7070823
-0.36576068,-1.2361429
1.4901482,0.5597684
0.8268723,1.5168045
1.5263911,0.56788105
0.48594174,0.7358834
1.6306101,-1.4225622
-0.003908913,1.4424943
-1.6084781,1.2648044
0.89319724,0.066857174
0.84722507,0.36081478
1.7051103,-1.3059357
-0.16433136,-1.0132021
-0.21670412,-1.1368656
-0.27880678,0.548476
-1.4713122,0.94992995
0.87390125,0.38299748
0.07843908,1.4218928
-1.1152943,-1.3562281
-0.9451819,-1.2137141
-0.31981218,-1.2769736
-0.23451987,-1.1276791
0.18636887,1.6972983
0.7354444,1.2789114
0.9060001,1.2006546
0.19648041,-0.21528618
-0.97913384,-1.2331811
1.5942045,0.19991489
0.06786877,1.4613551
0.10438295,1.454523
-0.9349262,-1.2374167
0.46685624,0.675041
-1.4863428,-1.0362682
0.9526402,1.3920872
-0.7777459,-1.0379092
0.05261727,1.2844714
1.1791414,-0.9049361
-1.5043119,1.1658775
0.7668444,0.43245462
-0.0035039263,-0.8934375
0.531506,1.0365702
0.24505045,1.7003682
-1.2616346,0.5653992
-1.5944324,1.2707603
1.222844,1.253318
-1.2984887,-1.2503481
0.7063881,1.144399
0.7587505,0.6978417
0.03644709,1.256042
-0.9152426,-1.2276415
-1.3338358,0.65814555
1.712203,-1.5979204
-0.5762027,-1.1234521
1.593601,-1.2929093
0.5818515,0.9069489
-0.38420403,-1.2815089
-1.2545794,0.51553965
1.6713343,-0.31051484
1.2919409,-0.7723559
1.040483,-0.47139135
1.0013411,1.5849943
0.1360836,1.2890376
0.31427336,0.4057134
-0.08276978,-0.88328135
-1.4870112,1.091609
-0.38698268,-1.4038361
