-1.44857,1.095891
0.76472753,0.35370007
0.08289872,1.2976052
1.1162261,-0.4929922
-0.97072756,-0.36820364
-0.5979357,-1.092702
-1.205629,0.3352106
-1.058074,-1.1453345
-1.5075961,1.095602
0.31218883,0.13155292
1.263312,1.1144476
-0.99885845,-0.35973343
-1.646532,-0.25470415
-1.1278793,0.10563356
0.0004890379,-0.45448226
0.24222355,0.22187902
-1.0861348,0.013908609
-0.65786475,-1.0538739
-0.7300642,-1.0195575
0.20561212,1.3956493
-0.59232485,-0.9897206
0.63056576,1.2309366
0.18065746,0.06807033
1.4772272,0.46149293
-0.9126838,-1.1954751
-1.7186135,1.841548
-1.1965337,0.09219748
-1.2820139,-1.2363117
1.2430937,1.0340714
0.55466026,1.360869
1.4933939,0.6810104
-1.2292769,0.35580984
1.4278543,-1.052016
0.66750264,1.3001631
-1.1470106,0.22410186
1.7053493,-0.39626178
-0.22133932,0.921308
-0.035497334,1.1562624
1.373733,0.83741117
-1.2070264,-1.2850515
-1.0979831,-0.03530614
-1.4876035,0.7826221
-1.6322092,-0.40891758
0.9289743,1.1956376
-0.55805904,-1.1606276
-1.6143006,1.6179818
0.03644709,1.2639136
0.97421074,-0.097669765
0.8226545,1.4265281
-0.47384402,-0.08123855
0.89868426,1.3138232
-0.96674883,-1.277105
1.0727248,-0.46085277
1.4685404,0.64517194
0.01419206,-0.36391065
1.0397255,-0.23858291
0.36493474,0.44471037
-0.37110016,-1.146444
-0.5425447,-1.1103853
-0.11201735,-0.8472107
0.4490632,1.2833089
0.75795853,1.3475276
-0.97962445,-1.4400858
-1.3808866,-1.0673687
-0.10034239,0.99891174
1.2204996,-0.7550189
-0.9349262,-1.2417346
-0.6144578,-0.79013586
1.1339371,1.26452
-1.1160452,-1.3949388
1.189119,-0.8598443
1.1365007,1.2197633
-0.15160595,0.86442035
-1.6516752,-0.26282412
-1.3516237,0.8408608
1.6860043,-0.34379014
1.0502365,-0.43232983
0.8284699,0.15163119
-0.07310476,-0.83469266
-1.6191621,1.4809746
-0.7253118,-0.9571474
-0.96293044,-0.44287017
1.6142856,0.23051219
-1.4140716,0.8931385
-1.6178474,-0.6597564
1.2046949,-0.7486691
-1.2733794,-1.4325758
0.97769165,1.3300275
1.6271619,-1.5591046
0.35708496,1.399375
0.8512822,1.711104
-1.2769514,-1.2424341
1.2170994,-0.53650564
-0.43659177,0.35212186
-0.30476236,-1.3027976
1.1825649,1.2859806
-0.7972548,-0.954878
-0.031276558,-0.22373195
0.6066736,0.972433
1.1139522,-0.29565737
-1.6651978,-0.5274377
-1.1551421,-1.1255765
-0.17510636,-1.0331523
0.9711132,-0.22325093
1.738947,-0.62644094
0.016360866,1.1988909
-0.5991901,-0.2668051
0.4856019,1.2064083
-0.39787355,0.122818165
0.54165405,1.0672382
0.10741572,-0.3581481
0.7421024,0.72598004
0.20438868,-0.046997372
1.0003778,1.5832394
-1.215563,-1.3952314
